,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
63,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,4,"Vi svigter vores allierede afghanske samarbejdspartnere.

Det er det vildeste svigt i dansk udenrigspolitik nogensinde. 

Skam jer #dkpol - uden undtagelser.

Halve aftaler er ydmygende. 

Respekt for vore faldne - er det mindste vi som demokrati kan forvente.

#dkmedier https://t.co/IWV58LNSAE","['dkpol', 'dkmedier']",2021-08-14 22:10:23
64,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,1,"@jonasholmdk @SorenPape Styr dig.

Som altid har jeg ganske godt styr på det jeg skriver om. Det ved jeg godt er utroligt ubelejligt for dig, for jeg er svær at debattere med/mod. For jeg ved hvad jeg taler om og har styr på mine argumenter. 

99% støtter Sharia som officiel lov i Afghanistan.

#dkpol https://t.co/XHLsuZ9NXl",['dkpol'],2021-08-14 22:10:15
65,edtwodth,"Partiløs Borgerlig. Stifter af @danmarksfremtid. Går ind for grundlov, retsstat og demokrati. Lighed for loven. Danske værdier. Tlf 31212699","Herning, Denmark",1549,775,118955,7,"Styr dig.

Som altid har jeg ganske godt styr på det jeg skriver om. Det ved jeg godt er utroligt ubelejligt for dig, for jeg er svær at debattere med/mod. For jeg ved hvad jeg taler om og har styr på mine argumenter. 

99% støtter Sharia som officiel lov i Afghanistan.

#dkpol https://t.co/TRyGiF3Hzh",[],2021-08-14 22:09:22
66,BrahimSawad,Stop muslimsk indvandring til Danmark nu!,,276,29,305,7,"Dansk Folkeparti står uden invitation til dagens forhandlinger om de afghanske tolke. Det er vi meget forundret og uforstående over for.
Er invitationen gået tabt i processen, eller har @regeringDK en anden god forklaring!?

#dkpol",[],2021-08-14 22:08:47
67,kent_olesen,Stor tilhænger af kritisk journalistik og fri presse. Radio24syv’er. ❤️ Stationschef for 3 betonværker i Østjylland.,Bjerringbro,136,80,1481,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 22:08:14
68,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,7,"Styr dig.

Som altid har jeg ganske godt styr på det jeg skriver om. Det ved jeg godt er utroligt ubelejligt for dig, for jeg er svær at debattere med/mod. For jeg ved hvad jeg taler om og har styr på mine argumenter. 

99% støtter Sharia som officiel lov i Afghanistan.

#dkpol https://t.co/TRyGiF3Hzh",['dkpol'],2021-08-14 22:08:12
69,ge_anette,"❤FRIHED LIGHED FÆLLESSKAB❤
❤PROFOUND EQUALITY COMMUNITY
Sund&Samfundsfaglig aktiv
Healthy Social Science Active
Åben Lærings&Udviklingsorienteret.
Dog/Kayak","Vejle, Danmark",191,115,1841,47,"1/n. Det er en skandale, at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne. - Og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 22:06:01
70,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@jonasholmdk @SorenPape I hvilken grad kvinder vs mænd har forskellige holdninger til islam/islamisme i islamistiske kan jeg ikke lige se. Men når 62% i Pakistan ser/så positivt på ISIS eller 99% (!) af afghanerne er for Sharia bliver officiel lov i deres land så er jeg nok ikke helt gal på den!

#dkpol https://t.co/CAKZL0Oe3d",['dkpol'],2021-08-14 22:06:01
71,KristofVal,life love,,721,40,10034,0,"@JanEJoergensen #venstre #dkpol #mortenreimar tweeter mor.

Læs lyt lær. https://t.co/oj6dDJXzMx","['venstre', 'dkpol', 'mortenreimar']",2021-08-14 22:05:52
72,Hans_Kr_Skibby,Hans Kristian Skibby Medlem af Folketinget (DF). Erhvervsordfører og Transportordfører for Dansk Folkeparti.,Copenhagen,511,2833,2784,8,"Nye Borgerlige vil fjerne 100.000 offentligt ansatte, men vil kun pege på under en femtedel af de ansatte, de vil fjerne. Hvem peger pilen ellers på i Pernille Vermunds ulykkehjul? #dkpol https://t.co/JScxgt8Aep",[],2021-08-14 22:04:47
73,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1038,1510,344459,4,"Det er så sindsygt at I agerer som I gør. 
Vi i @forsvaret har kæmpet i vildskab i tyve år.
Jeg har kæmpet med #dkpol i ti år på #whistleblower området og har efterhånden mistet enhver tiltro til #dkpol.

Nu nærmer 5. Sept sig - og vi veteraner GLÆDER os til at tale med jer. https://t.co/pV1C3kkaVQ",['dkpol'],2021-08-14 22:04:45
74,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,4,"Det er så sindsygt at I agerer som I gør. 
Vi i @forsvaret har kæmpet i vildskab i tyve år.
Jeg har kæmpet med #dkpol i ti år på #whistleblower området og har efterhånden mistet enhver tiltro til #dkpol.

Nu nærmer 5. Sept sig - og vi veteraner GLÆDER os til at tale med jer. https://t.co/pV1C3kkaVQ","['dkpol', 'whistleblower', 'dkpol']",2021-08-14 22:03:49
75,martiningolf,"Digital redaktionschef @informeren.
Linkfascist.
main@information.dk / +45 51214303","København, Danmark",1966,2382,20593,16,Jeg har tilbragt en nat med afghanske flygtninge og desertører fra den afghanske hær ikke langt fra den iranske grænse i byen Van i Østtyrkiet. Læs i @informeren i dag: https://t.co/NRWBjUG8hh #Afghanistan #dkmedier #dkpol,[],2021-08-14 22:03:42
76,avaresfirat,Rojava.,,100,31,868,80,"I øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk. Det er vigtigt at understrege over for andre borgere i landet, at vi altså ikke alle sammen er svindlere! Nogle af os er faktisk velintegrerede og følger danske værdier og love. #dkpol",[],2021-08-14 22:03:31
77,FatimaH84791733,"Islam skal stoppes med alle midler. Islam er en ekstremt racistisk religion

Islam should be stopped by all means. Islam is an extremely racist religion",,1074,234,1097,2,"I dag har undertegnede haft fornøjelsen af at besøge DF-Århus til en snak om politik og organisatorisk arbejde 👍 På billedet er det Nana Harring, som er en af partiets unge lokale profiler 💪 Vi arbejder videre for parti og fædreland 🇩🇰 #dkpol https://t.co/hLTgbmI7xN",[],2021-08-14 22:03:04
78,Hans_Kr_Skibby,Hans Kristian Skibby Medlem af Folketinget (DF). Erhvervsordfører og Transportordfører for Dansk Folkeparti.,Copenhagen,511,2833,2784,16,"Hvad!En dommer der slet ikke er neutral?Man tænker jo,at han har haft et horn i siden på Morten Messerschmidt under hele sagen,og muligvis derfor har givet så hård en dom?Mistanken er der. Dommerstanden burde tage kraftig afstand fra dette.Uværdigt! #dkpol https://t.co/ADcpF7B5wm",[],2021-08-14 22:02:40
79,rosenvig,cand pharm.,Copenhagen,272,736,3487,2,Ups…. Der er lige så meget virus hos en vaccineret som hos en ikke vaccineret.. #corona #vaccine #delta #coronavaccine #dkpol  https://t.co/ub4pfeqF5U,"['corona', 'vaccine', 'delta', 'coronavaccine', 'dkpol']",2021-08-14 21:58:31
80,_Skjellerup,,,453,261,1631,1,"Er USA begyndt at bombe egne fly i smadder, så de ikke ryger i hænderne på Taleban? Det ser sådan ud. What a shitshow #dkpol #dkforsvar #dkmedier https://t.co/QzqrA3erSR",[],2021-08-14 21:56:43
81,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@jonasholmdk @SorenPape Men selvom det er svært for du og jeg at forstå, så er masser af kvinder også islamister. Til trods for det helt selvindlysende burde være imod ens egne interesser, eftersom Islam anser kvinder som undermennesker

For mig også uforståeligt, at mænd kan støtte den ideologi

#dkpol",['dkpol'],2021-08-14 21:55:04
82,tselsmark,I will do everything i can to fight evilness towards animals and nature,Denmark,4993,2287,74968,6,"At omlægge dele af den animalske produktion til plantebaserede fødevarer er fremtiden, men kræver politisk vilje, finansiering – og mod til at gøre op med et gammelt system, der har vist sig ikke at være bæredygtigt.
Skriver @annikalundgade #dkpol #dkgreen
https://t.co/pc9VXOfeFX",[],2021-08-14 21:54:44
83,HjalteOlsen,"Journalist, writer, wanderer, idler - mostly South Asia, SE Asia & Southern Africa / hjalteolsen@gmail.com (0045)26180581","Copenhagen, Denmark",1921,880,6807,1,"Er USA begyndt at bombe egne fly i smadder, så de ikke ryger i hænderne på Taleban? Det ser sådan ud. What a shitshow #dkpol #dkforsvar #dkmedier https://t.co/QzqrA3erSR","['dkpol', 'dkforsvar', 'dkmedier']",2021-08-14 21:53:51
84,geskefiha,"Jeg går på arbejde for at skabe organisationer, der er den bedste udgave af dem selv. Direktør i @URKdk ❤️⛑❌. Er også ☕️👨‍👩‍👧💃🍹🏛🏕",Copenhagen,2047,2065,6313,1,Vores lokale kollegaer i Haiti beder om hjælp til indsatsen efter dagens ødelæggende jordskælv. @danskrodekors overvejet at bidrage med penge og personel. Det er nu vi skal vise vores solidaritet. #dkaid #dkpol https://t.co/1RLJjSOCgM,[],2021-08-14 21:52:02
85,soelindgreen,"Conservativ, nationalist, thruthseeking proud dane.",Copenhagen,471,59,2399,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 21:50:19
86,jacob_printzlau,,"Snekkersten, Denmark",264,58,1550,1,"Interessant at Morten Messerschmidt ved at anke byrettens afgørelse ifølge nogle nu tilsyneladende er Schrödingers kat...
#dkpol",[],2021-08-14 21:50:12
87,edtwodth,"Partiløs Borgerlig. Stifter af @danmarksfremtid. Går ind for grundlov, retsstat og demokrati. Lighed for loven. Danske værdier. Tlf 31212699","Herning, Denmark",1549,775,118955,0,".@cekicozlem er kun interesseret i en ting: selvpromovering 

Og @berlingske holder med glæde mikrofonen, da hun passer ind i vinklingen 

Ren mikrofonholderi fra @cathrinebloch 

#dkpol 

https://t.co/hQYBMe9Lb0",['dkpol'],2021-08-14 21:47:01
88,LoneWieberg,Glad skør og levende,,443,252,8942,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 21:46:53
89,karmel80,Stærkere Danmark gennem stærkt Europa. EP udvalg: JURI ⚖️🏛 FEMM 🚺🏳️‍🌈 og Indre Marked IMCO 💶📦,"Danmark, Europa",16234,21754,198671,1,#dkpol - altså hvis I skulle være i tvivl. https://t.co/7L1qB81DP2,['dkpol'],2021-08-14 21:43:59
90,MyrhojMykom,,"Sønderborg, Denmark",153,152,5491,64,"Efter vært i @P1Morgen havde brugt ordet 'tsunami' af flygtninge fra #Afghanistan, fik @mattiastesfaye lov til at sige, at flygtninge sjældent stopper i Tyrkiet og Iran. Fakta - Antal flygtninge (iflg UNHCR):
🇹🇷 3,7 mio
🇮🇷 800.000
Asylansøgere til 🇩🇰 sidste år: 1.515

#dkpol #suk",['Afghanistan'],2021-08-14 21:43:58
91,tobaccoeigild,,,348,121,2047,10,"….. men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed.

#dkpol #dkmedier https://t.co/1rxT4srzxP","['dkpol', 'dkmedier']",2021-08-14 21:42:39
92,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@GringoWalking Men DF betalte også penge tilbage til EU?

https://t.co/Xb9EDyg9iP

Men det var nok for SF - men ikke for DF?

Hvor er #dkmedier ?
#dkpol","['dkmedier', 'dkpol']",2021-08-14 21:41:26
93,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@PerPede93264500 @viggo1986 … og man undrer sig igen over hvor #dkmedier er til at afsløre den form for hykleri.

Men #tavshed #dkpol","['dkmedier', 'tavshed', 'dkpol']",2021-08-14 21:39:49
94,kenmik15,"Amateur photographer, living near Copenhagen in Denmark.
Gay. love is love. 🏳️‍🌈",,122,56,703,59,"JOBCENTER TRÅD:
#dkpol #dksund 

1/
I går raskmeldte jeg mig pr. 31/8. Med det føler jeg mig også mere fri til, at berette om mine oplevelser, uden gentagne intimideringer som - “hvis du er utilfreds er der jo ingen grund til at skrive det nogen steder”","['dkpol', 'dksund']",2021-08-14 21:39:33
95,KimMort52493550,,,51,2,601,24,"Topledelsen i @DanskDf1995 skylder Rikke Karlsson en kæmpe undskyldning. Som en ægte arrogant mandschauvinist ville have gjort det, nedgjorde og udstillede Messerschmidt hende i #dkmedier, som var hun en blank idiot - i virkeligheden var hun bare den ærlige af de to. #dkpol https://t.co/kFLtaTDO57",[],2021-08-14 21:39:15
96,M_K_Petersen,"Siger min mening på #dkpol!
Venstrefløjstype.
Der kan forekomme retoriske spørgsmål.
Don't be wack - Be woke.","Gladsaxe, Danmark",1308,1785,41146,0,"NB logik;
Hvis jeg om lidt laver helikopteren..... skal I stadig lytte til mit budskab....

Fordi...?

#DKpol",['DKpol'],2021-08-14 21:39:09
97,bentpn,"imod: overformynderi, ekspertvælde, politisk korrekthed, personhetz  For: at tænke selvstændigt ikke lade sig manipulere, retten  til selv at vælge. Borgerlig.",Danmark,4138,1483,127544,0,Dømt af Folkedomstolen #dkpol https://t.co/tIzPaIxQvG,['dkpol'],2021-08-14 21:38:32
98,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"#dkpol Præsidenten trækker alle styrker ud, vel viden om at Taliban ikke er nedkæmpet. Sidder og kikker med, mens Taliban besætter det ene området efter det andet i et vanvittig tempo der virker unormalt. Advarsel er intet værd &amp; kommer for sent. 

Nu SKAL EU lukke grænserne. https://t.co/7yOYsRJ2CF",['dkpol'],2021-08-14 21:38:08
99,rasmus_dons,"FoodGeek/MadNørd. går op i fødevarer kvalitet, miljø og landbrugs politik. fortaler for mere fremtidssikret fødevare strategi til både eksport og hjemmemarked.","Hovedstaden, Danmark",338,135,2413,5,"Den mest skamfulde periode i dansk krigshistorie - nogensinde. 

#dkpol - vi i @forsvaretdk - kæmpede ALT vi kunne. … og I ved det. 

At I svigter er utilgiveligt. 

Ny #irakkommision - nu.

I må stå til ansvar. 

#dkmedier https://t.co/XuhbW6Hu68",['dkpol'],2021-08-14 21:37:08
100,GrueneZonen,"#NoCovid
Für das #TeamWissenschaft 
18 Initiativen - ein Aktionsbündnis",,398,1604,662,15,"1/ NOGLE UDTALELSER FRA KLAUS BIRKELUND JOHANSEN OG CHRISTINE STABELL BENN VILLE I ANDRE LANDE BETEGNES SOM MISINFORMATION
#BeskytBørneneModCovid19 #ProtectTheKids #SikreSkoler #COVID19 #dkpol https://t.co/AfuuEAwgan",[],2021-08-14 21:37:06
101,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @Anderskoustrupk populær på #dkpol https://t.co/xVo6Fp5FFQ,['dkpol'],2021-08-14 21:36:09
102,tbhdkx,"Privatlivsnørd og en del af @cryptohagen (#cryptohagen), https://t.co/z9DRyzA17t og Foreningen imod @ulovliglogning (#ulovliglogning). Skaber af og bidrager til #DagensTrold.",Danmark,424,1182,48175,10,"….. men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed.

#dkpol #dkmedier https://t.co/1rxT4srzxP","['dkpol', 'dkmedier']",2021-08-14 21:35:50
103,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,0,"#MongoTV
MongoTV_6544 - #JOHN #LÆSER - Del 160 - #TEXAS Nr.105 - Del 1 - Den Forsvundne #Oberst.

#DkPol #SvPol #NoPol #KbhPol #dkmedier
https://t.co/DxQS6Fc9IN","['MongoTV', 'JOHN', 'LÆSER', 'TEXAS', 'Oberst', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-14 21:34:17
104,WinkelSigne,Part-time punker | Studying Biology | Acting | Movie enthusiast | She/her,Danmark,264,4,241,2,"Ku’ vi måske lige blive enige om, at den ældre generation tog sig sammen og handlede NU fremfor at give både byrde og betaling videre til os, @venstredk? #dkpol 🔥",[],2021-08-14 21:32:01
105,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@MathiasHK_ @PernilleVermund @KristineKors Det er som om du ikke lytter/læser, men bare har en forudindtaget holdning baseret på et ubændigt had (til Pernille Vermund eller til “rige” eller til Danmark/dig selv (oikofobi))?

Du forholder dig ret konsekvent ikke til det jeg skriver til dig. Dårlig stil.

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-14 21:31:42
106,AlexanderGrandt,Vicedirektør i @Cevea. Kvidrer om politik og samfundsudvikling. 💻 agp@cevea.dk 📱+45 41 40 00 33,,1322,2927,4760,0,"René tager fejl. Fritidsjob handler ikke om at lære at begå sig i en skurvogn. Det man lærer i Coop, på McDonalds-jobbet, eller i som fejedreng kan man tage med sig. Det udvikler og modner. Og så lærer man også værdien af at tjene sine egne penge. #dkpol https://t.co/iehZkYlSLv",['dkpol'],2021-08-14 21:27:53
107,stinelinnemann,Kandidat til borgerrepræsentationen i København for Rolig Revolution 🗳🙋‍♀️ Kunstner og aktivist ❤️ https://t.co/X7IzLgnwpt,København NV,1368,2161,38285,10,"….. men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed.

#dkpol #dkmedier https://t.co/1rxT4srzxP","['dkpol', 'dkmedier']",2021-08-14 21:26:36
108,JensRas77511670,"Vi er naturelskere, vi er klimakrigere, vi er hverdagsaktivister, vi er nytænkere, vi er optimister, vi er ordentlige, vi er sjove, vi er seriøse,",Danmark,2319,384,31319,0,"@GentleGiantDK Det da vist korruption når politikerne taler m lobbyister og laver aftaler omk medier og forbruger beskyttelse, hvortil firmaer giver penge til politikere parti, samt privat genvalg kampagne.. Nå nej, det er lovligt i #dkpol #dkmedier https://t.co/3s6Ela7zm3","['dkpol', 'dkmedier']",2021-08-14 21:26:27
109,fckoveralt,udelukkende seriøsitet! primært: #fcklive #sldk #transferdk,"White House, TN",468,223,7317,0,"Hvor mange mener der bør være lige løn, mellem kønnene. (Når jeg nævner køn, mener jeg de 2 normale) Besvar gerne hvorfor.? #dkpol",['dkpol'],2021-08-14 21:26:05
110,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1038,1510,344459,2,"Det er forrykt at tingene sker som de gør - blot fordi #dkpol og @spolitik  lefler for de fremmedfjendske DF/NB vælgere …. Det er intet mindre end vanvittigt . 

Hvor er værdigheden overfor de soldater I sendte I krig ? - og overfor vores samarbejdspartnere ? 

#dkpol #dkmedier https://t.co/2a6jnRBGYG",['dkpol'],2021-08-14 21:24:28
111,raekjaer,"Personlige pip om musik, politik, fodbold og livet på heden.","Herning, Danmark",599,208,4517,0,"@khaterahparwani @KonservativeDK Med Afghanistans komplekse historie, forhold og konflikter in mente, er det godt nok ikke en særlig imponerende politik, han lægger frem. Ind imellem er tavshed bare guld, også i #dkpol..",['dkpol'],2021-08-14 21:23:27
112,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,2,"Det er forrykt at tingene sker som de gør - blot fordi #dkpol og @spolitik  lefler for de fremmedfjendske DF/NB vælgere …. Det er intet mindre end vanvittigt . 

Hvor er værdigheden overfor de soldater I sendte I krig ? - og overfor vores samarbejdspartnere ? 

#dkpol #dkmedier https://t.co/2a6jnRBGYG","['dkpol', 'dkpol', 'dkmedier']",2021-08-14 21:22:48
113,MaguaSif,AaB - anno 1885. Forest. Fallout. Space: 1999. Star Trek. Carlsberg 47. Etnisk Vendelbo. Rosinante. Katte. Ytringsfrihedsfanatiker🇩🇰❤🇮🇱 #ReformérDemokratiet,USS Enterprise,669,575,49454,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 21:20:31
114,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@jonasholmdk @SorenPape Næ?

Men hvis Taliban kan tage over så skyldes det jo den sørgelige virkelighed, at Taliban og islamisme nyder massiv støtte blandt afghanerne.

Jeg spørger igen; hvor er afghanerne? Hvor er den afghanske hær? Luftvåben? Hvordan kan de lade sig overløbe? 

#dkpol",['dkpol'],2021-08-14 21:19:28
115,t_wittenburg,"Managing partner, @merchcity. Strategic Communication and Marketing consultant. Air Force Reservist. Singer of filthy Rock and Roll. +45 2972 3373",Danmark,1766,3533,77820,10,"….. men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed.

#dkpol #dkmedier https://t.co/1rxT4srzxP","['dkpol', 'dkmedier']",2021-08-14 21:17:36
116,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@jonasholmdk Fair nok og enig ang. Canadas coronapolitik. Men det spreder sig jo LANGT udover “coronahåndtering”. 

Det er dybt bekymrende og nedslående at se hvad der sker i Canada - ikke mindst angående ytringsfrihed, statssanktioneret “wokeness” mv.

#dkpol #dkmedier #Canada #ufrihed","['dkpol', 'dkmedier', 'Canada', 'ufrihed']",2021-08-14 21:17:15
117,smaagaard,Unix geek with mad scientist tendencies.,Denmark,343,110,2190,80,"I øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk. Det er vigtigt at understrege over for andre borgere i landet, at vi altså ikke alle sammen er svindlere! Nogle af os er faktisk velintegrerede og følger danske værdier og love. #dkpol",[],2021-08-14 21:16:52
118,LauraGuldager,"Kandidat til kommunalbestyrelsen i Kolding for Dansk Folkeparti 🇩🇰 Kæmper for en stærk, sikker og omsorgsfuld kommune! #kv21 💙 
☎️42988770","Kolding, Danmark",293,66,22,7,"Er komplottet afsløret? Er det en radikaliseret venstreorienteret  dommerstand, der laver politisk forfølgelse og selv efter domsafsigelse kan han ikke holde sig i skindet? Hvor er den dommers ære? Er der ingen adfærdskodeks? #dkpol #dkmedier #klartale https://t.co/Wx24Qd6H26",[],2021-08-14 21:15:45
119,curiositorious,"Curious Dane. Has an opinion on lots of things. Not adhering to any political party, but prefer small government - and I am critical of all “isms”.",,795,255,16168,3,Simpelthen en skandale intet mindre. Ikke om jeg har for fem flade øres tiltro til Søren Holm Seerup som dommer. Han har afsløret sine politiske sympatier for alverden. Han er en skændsel for den danske dommerstand og burde ryge ud på røv og albuer! #dkpol https://t.co/462BaEf6ot,[],2021-08-14 21:14:22
120,curiositorious,"Curious Dane. Has an opinion on lots of things. Not adhering to any political party, but prefer small government - and I am critical of all “isms”.",,795,255,16168,7,"Er komplottet afsløret? Er det en radikaliseret venstreorienteret  dommerstand, der laver politisk forfølgelse og selv efter domsafsigelse kan han ikke holde sig i skindet? Hvor er den dommers ære? Er der ingen adfærdskodeks? #dkpol #dkmedier #klartale https://t.co/Wx24Qd6H26",[],2021-08-14 21:13:56
121,ellegaarddk,"Digital rådgiver, WordPress-guru.
Ret vild med InterWeb. Ordflækker. Ti tommelfingre. 
Med på Paulas liste! 🙏
Han/ham","Aalborg , Denmark",738,1386,37608,149,"Hør her #dkpol.

I sender os i krig på løgne. 

Når vi kommer hjem i stykker - forsvinder I og overlader stumperne til familierne. 

Når flygtningene så bagefter søger os - bygger I et hegn. 

Damn right det skal have konsekvenser for jer at lyve for os. 

Ny Irakkommision - nu https://t.co/65Wry9ldYA",['dkpol'],2021-08-14 21:13:36
122,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,80,"I øvrigt har jeg som etnisk dansk mand helt glemt at tage afstand fra svig og dokumentfalsk. Det er vigtigt at understrege over for andre borgere i landet, at vi altså ikke alle sammen er svindlere! Nogle af os er faktisk velintegrerede og følger danske værdier og love. #dkpol",[],2021-08-14 21:13:22
123,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"Nima Zamani @denrigtigenima blamerede sig med at reklamere for en ydmygende video med Kristian Hegaard. Jeg kommenterede polemisk - for jeg havde aldrig hørt om eller set videoen hvis ikke Nima havde skrevet om den.

Så blokerede Nima mig! WTF LOL

#selvmål #dkpol #dkmedier https://t.co/BDqTgApkbT","['selvmål', 'dkpol', 'dkmedier']",2021-08-14 21:12:30
124,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,300,224,6498,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 21:11:58
125,SandieWesth,"Vært og journalist / Egmont, R4dio, LOUD etc./ Tidl. P7MIX / Klummeskribent / BRØNDBY / Original bornholmer / Pt. på sorgorlov / sandiewesth@gmail.com",Copenhagen,966,22307,55259,9,"I det mindste er Naser Khader konsistent. Et konsistent røvhul. Hvis du ikke kæmper imod, er det din egen skyld, både hvis du som kvinde er udsat for seksuel overgreb, el. du som afghaner ser dit land blive overtaget af Taliban. #dkpol https://t.co/KkHiwnYSqD",[],2021-08-14 21:11:09
126,MFT1981,"Non-politician, teacher, Mathematician, Dane, and champion of free speech. Believes that career politicians are ruining the world. 

Born 1981.","Aalborg, Denmark. ",1244,537,6608,0,"Når retsstaten ikke længere er upartisk, og dømmer så retsbevidstheden tilsidesættes. Når politikerne ikke længere lytter til vælgerne og skatteyderne. Hvad er der så egentlig tilbage af ""Folkestyret"" og demokratiet ? #dkpol",['dkpol'],2021-08-14 21:10:33
127,RMorgenstjerne,,,2,0,269,0,"@Hrathgir @KobenhavnPoliti NOPE. Grundloven giver RET til forsamling. Og boligens ukrænkelighed blev også brudt af de underbegavede voldsparate pædofile nazi pansersvin. Men uanset om grundloven så havde givet den ret eller EJ, så er det stadig fascisme af pansersvinene.
#landsforræderi #COVID19dk  #dkpol","['landsforræderi', 'COVID19dk', 'dkpol']",2021-08-14 21:10:09
