,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
65,EleLund,smilet er den korteste afstand mellem to mennesker. Victor Borge,"Nordjylland, Danmark",694,695,26709,8,"Lige nu holder vi fokus på at redde så mange som muligt ud af Kabul. Bagefter, når den aktuelle krise er overstået, skal vi kritisk evaluere indsatsen. Kunne de sidste måneder være brugt bedre? Ville flere være reddet, hvis Danmark havde startet evakueringen tidligere? #dkpol",[],2021-08-16 22:06:34
66,TorbenLl1,"Cand.Merc.Aud. Familiefar. Blogger for og om egne meninger om frihed, håb og en fremtid for min familie og Danmark. Strejf af sympatier for anarkokapitalisme.",,229,159,16423,0,Så er der sørme mandagsskyderi i #Sverige. Denne gang igen #Tensta ved #Stockholm  - to ramt og ført på sygehus..#dkpol #svpol #nopol https://t.co/7KoCqH9rDk,"['Sverige', 'Tensta', 'Stockholm', 'dkpol', 'svpol', 'nopol']",2021-08-16 22:05:15
67,BibsenSkyt,"Børnehavepædagog/Souschef . mennesker, medier, politik og samfundet. På Twitter fra 2009 minus en lille pause, som til tider er tiltrængt :)",Denmark,1442,1199,77618,5,Lyt til kloge @ToreRHamming om AQ i Afghanistan! #dkpol #dkmedier https://t.co/88krzFJF2G,"['dkpol', 'dkmedier']",2021-08-16 22:03:30
68,RMorgenstjerne,,,2,0,269,0,"@NoraMadsen1 @berlingske Eller, de #fascistiske #NyttigeIdioter, som tror at selvom ""vaccinen"" kun er 1 år gammel, så kan de forudsige der er ingen langtidsbivirkninger bare to år frem, og som tror ""virussen"" er værre end influenza.
De samme nyttige idioter, som også tror på at mænd kan føde børn
#dkpol","['fascistiske', 'NyttigeIdioter', 'dkpol']",2021-08-16 22:02:13
69,olavtwit,"Fællestillidsrepræsentant for akademikerne på Aarhus University - Formand for Universitetslærerne i @DMfagforening.
Kontakt: olavb@cs.au.dk 20586120","Aarhus, Denmark",236,377,516,4,"Det her er ret vildt! Opdragsgiveren for spørgeskemaet vil skære i dagpenge for unge, og undersøgelsen skal afdække hvilket argument befolkningen finder mest legitimt - ligegyldigt hvilket. Besparelsen er givet på forhånd 😳 #dkpol #dkmedier @DMfagforening #dagpenge https://t.co/cgYzhhPwDa",[],2021-08-16 21:59:42
70,AndersGundelach,"Pensionist, som elsker et godt grin. Er russiskkyndig. Socialistisk grundsyn.","København, Danmark",90,142,7316,0,"@carsten06109774 @pelledragsted @Enhedslisten @enhedslisten har ikke alene magt nok til at presse regeringen, og mange i #dkpol er lige så fodslæbende som regeringen. Så det er i dén grad op ad bakke.",['dkpol'],2021-08-16 21:58:56
71,HjalteOlsen,"Journalist, writer, wanderer, idler - mostly South Asia, SE Asia & Southern Africa / hjalteolsen@gmail.com (0045)26180581","Copenhagen, Denmark",1921,880,6807,1,"Hvad sagde Fogh til de 240.000 mennesker, som har mistet livet i den krig, han var og er så stor fortaler for? Det spurgte du selvfølgelig ind til - igen og igen? #dkpol #dkmedier https://t.co/Bp06BZueAS","['dkpol', 'dkmedier']",2021-08-16 21:56:31
72,annsophiehp,"Kontaktperson for @rgungdom i Aalborg. Socialrådgiverstuderende på AAU.
Tweets om #dkpol har for længst vundet indpas","Aalborg, Danmark",220,41,570,22,Flygtningenævnet bør genvurder alle afghanere der har fået afslag på asyl. Sæt igang @mattiastesfaye #dkpol https://t.co/rNFKHIPaP8,['dkpol'],2021-08-16 21:56:30
73,LiselotteWiller,,"Frederiksberg, Denmark",809,543,31685,5,Lyt til kloge @ToreRHamming om AQ i Afghanistan! #dkpol #dkmedier https://t.co/88krzFJF2G,"['dkpol', 'dkmedier']",2021-08-16 21:56:26
74,jenselbaek,"Sustainability, Renewable energy, Humanity","Aarhus, Denmark",176,64,1823,0,@R4nd4hl Helt enig. Hvad skulle USA have gjort med den korrupte regering i Afghanistan. Støttet den endnu 20 år? Men en bedre evakuering burde kunne lade sig gøre! Især dansk. #dkpol #Afganistan,"['dkpol', 'Afganistan']",2021-08-16 21:55:14
75,VeritasTB2,"#NoMoreWars, lies, imperialism & bad science #FreeAssange
Life is short, so I block idiots and trolls. 
Likes, follows and retweets do not equal endorsement.",Nordic,1602,933,53668,1,"Upassende og sigende for danske politikeres tilgang til krigen i Afghanistan

Statsministeren og forsvarsministeren er til koncert og taler med fiskere på Ærø, mens Taliban trænger ind i Kabul. For Bramsen kendte ikke til situationen søndag aften?

#dkpol
https://t.co/7cQ9NKX2LA",[],2021-08-16 21:54:33
76,KirstenSletbjer,IAGTTAGENDE !,"Kalundborg, Danmark",1994,1416,18585,2,"#dkpol I det mindste indrømmer Lippert at det handler om aktivisme, noget der ikke nødvendigvis betyder ansvarlig politik for borgernes bedste.

Europa står på mange måder foran et gigantisk oprydningsarbejde, for at få stabiliseret kontinentet på flere områder. https://t.co/NYYhTI9pKY",['dkpol'],2021-08-16 21:53:09
77,JesperMunkJ,"Master in Rhetoric. Speak up about Peace, Geopolitics & Free Press. Winner of UWRF Poetry Slam 2019. Love LFC. Blog: https://t.co/xaNV2crSL2 & https://t.co/dJ66HFtGTh","Aarhus, Denmark",348,119,2119,1,"Upassende og sigende for danske politikeres tilgang til krigen i Afghanistan

Statsministeren og forsvarsministeren er til koncert og taler med fiskere på Ærø, mens Taliban trænger ind i Kabul. For Bramsen kendte ikke til situationen søndag aften?

#dkpol
https://t.co/7cQ9NKX2LA",['dkpol'],2021-08-16 21:52:30
78,Kameleont1,"Intresserad av Säkerhetspolitik ,Politik, Aktier,Matlagning sist men inte minst Fotboll ! ( Har Dyslexi )",Sverige ,509,56,2745,5,Lyt til kloge @ToreRHamming om AQ i Afghanistan! #dkpol #dkmedier https://t.co/88krzFJF2G,"['dkpol', 'dkmedier']",2021-08-16 21:52:17
79,Thaarup_dkpol,"Opvokset på landet. Bor i byen. Museumsinspektør. Frihed, lighed, natur, klima og heavy metal. Medlem af Alternativet.","Hovedstaden, Danmark",101,144,3947,0,@stefanfuglsang @RunestenConsult Helt sikkert. Man bliver nød til selv at leve.,[],2021-08-16 21:52:08
80,svanemand,"LARS SVANE, Denmark. Songwriter*/*Musician. Freakin' fond of Fab4s&Foos;HüskerDüs&Heartaches.
Not particularly fond of Capitalist Civiolent-lysation.","The Vejle, Jutland, Denmark",94,269,22365,12,"'Når vi konstant er under overvågning, er vi ikke frie. Øjet i det høje stopper os fra at sige, hvad vi tænker, samles med ligesindede og forsvare vores rettigheder. Overvågning giver en mere føjelig befolkning, men ikke mere frihed' #dkpol https://t.co/hld4KvfKhm",[],2021-08-16 21:51:27
81,svanemand,"LARS SVANE, Denmark. Songwriter*/*Musician. Freakin' fond of Fab4s&Foos;HüskerDüs&Heartaches.
Not particularly fond of Capitalist Civiolent-lysation.","The Vejle, Jutland, Denmark",94,269,22365,31,"Så @AndersFoghR mener stadig Afghanistan krigen er en succes, der skulle bare mere militær til i @tv2newsdk. Helt absurd mangel på realitet, ansvar og analyse!  20 års fejlslagen og blodig krig kalder på politisk refleksion, ikke at de ansvarlige fordrejer virkeligheden! #dkpol",[],2021-08-16 21:51:01
82,ToreRHamming,PhD in Jihadism | Digital Ethnographer & OSINT | Alma mater @EuropeanUni & @sciencespo | Non-resident @ICSR_Centre | trhanming@protonmail.com,Copenhagen,1197,14781,12486,5,Lyt til kloge @ToreRHamming om AQ i Afghanistan! #dkpol #dkmedier https://t.co/88krzFJF2G,"['dkpol', 'dkmedier']",2021-08-16 21:50:53
83,JWDalsager,"Cand. IT med kommunikationsbaggrund. Tweeter om politik, historie, mediedækning, eSports og diverse efter lyst. Tag ikke alt alvorligt, men gør en indsats.","Randers, Denmark",132,75,1017,58,"“Specialoperationskommandoen har længe rykket Udenrigsministeriet for lov til at udarbejde planer for evakuering, men det var der ifølge Udenrigsministeriet ikke brug for.” 🤦🏻‍♂️#dkpol #dkmedier  https://t.co/gvAX0vuNrf",[],2021-08-16 21:50:20
84,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2155,2795,47969,0,Amerikanske efterretninger havde advaret om præcis hvad der skulle ske. Joe Biden “hørte bare ikke efter” #intpol #dkpol ⁦@berlingske⁩ ⁦@politiken⁩ ⁦@jyllandsposten⁩ ⁦@weekendavisen⁩ ⁦@DRNyheder⁩ ⁦@tv2newsdk⁩  https://t.co/oH9CfH9MTY,"['intpol', 'dkpol']",2021-08-16 21:49:38
85,SonyaaMir,"Stand up for what you believe in, even if it means standing alone!!",Balochistan ~ Denmark  ,1504,1114,34694,22,Flygtningenævnet bør genvurder alle afghanere der har fået afslag på asyl. Sæt igang @mattiastesfaye #dkpol https://t.co/rNFKHIPaP8,['dkpol'],2021-08-16 21:49:28
86,BjarkeMoeller,"A free spirit tweeting on EU, politics, economics, sustainability, global changes. Journalist. Honorary adjunct professor at CBS. Author of ""Politics of Hope""",Copenhagen,1556,5113,11392,75,"Stærke sager at se Anders Fogh i News. Han har om nogen ansvaret for den forfejlede krigspolitik, men vil ikke tage skyggen af ansvar. I stedet bortforklaringer, falske analogier, stråmandsargumenter og floskler om frihed og demokrati #dkpol",[],2021-08-16 21:48:14
87,MadsRaastrup,Tweeter mest om national og international politik. Privat profil.,Danmark,805,123,2455,7,".@FranciskaRosenk er et udenrigspolitisk geni! Havde krig været ulovligt, ville der jo aldrig have været problemer med Taleban og AL-Qaeda. Hvorfor har ingen politikere tænkt på det her før ??? #dkpol https://t.co/gZkEI0MG5i",[],2021-08-16 21:47:34
88,Trekant2,just looking around,Danmark,447,142,2256,23,"Nyttig viden om sygehustestning. Troede faktisk ikke det stod så slemt til. Teststrategien er fuldkommen irrationel som det fremgår af artiklen her.
https://t.co/0RjpXC9L48
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/qlcKoq5zeD https://t.co/ItGMRgipRH",[],2021-08-16 21:46:34
89,miaeskelund,"Co-founder @amala_edu. Working to make education a catalyst for a more inclusive, peaceful and sustainable world 🌍 #EducationForChange",United Kingdom,397,373,476,48,"Danmark har sammen med 60 andre lande skrevet under på en opfordring til Taliban om at lade afghanere forlade landet. Går ud fra at det også betyder, at DK tager sin del af ansvaret for disse flygtninges beskyttelse. #dkpol",[],2021-08-16 21:45:30
90,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2155,2795,47969,0,@KarinaMimoun Hun har altid manglet tæft og situationsfornemmelse. Og placeringen som Forsvarsminister har på intet tidspunkt givet mening. #dkpol,['dkpol'],2021-08-16 21:45:26
91,MadsRaastrup,Tweeter mest om national og international politik. Privat profil.,Danmark,805,123,2455,58,"“Specialoperationskommandoen har længe rykket Udenrigsministeriet for lov til at udarbejde planer for evakuering, men det var der ifølge Udenrigsministeriet ikke brug for.” 🤦🏻‍♂️#dkpol #dkmedier  https://t.co/gvAX0vuNrf",[],2021-08-16 21:45:14
92,louisewith,Brussels correspondent for the Danish business daily Borsen. Former foreign desk editor. Former US correspondent. RTs are not endorsements.,,1297,290,279,89,"Specialoperationskommandoen ville laver planer for evakuering, men fik nej i Udenrigsministeriet. Jægerkorpset er i Kabul og arbejder i kaos pga håbløs planlægning, kaos og konflikt. #dkforsvar #dkpol #dkmedier @Forsvarsmin @forsvaretdk 
https://t.co/Z1AHN8h22R",[],2021-08-16 21:44:57
93,AkselLeth,"Stolt far. Stolt nørd. Nørder mest med D&D, fantasy, historie, football, politik og gaming. Cand.mag.","Copenhagen, Denmark",744,231,6675,5,Lyt til kloge @ToreRHamming om AQ i Afghanistan! #dkpol #dkmedier https://t.co/88krzFJF2G,"['dkpol', 'dkmedier']",2021-08-16 21:44:51
94,svanemand,"LARS SVANE, Denmark. Songwriter*/*Musician. Freakin' fond of Fab4s&Foos;HüskerDüs&Heartaches.
Not particularly fond of Capitalist Civiolent-lysation.","The Vejle, Jutland, Denmark",94,269,22365,17,En af de mest katastrofale statsministre vi har haft - militært og økonomisk - kloger sig… #dkpol  https://t.co/maoYk8UfnI,['dkpol'],2021-08-16 21:44:36
95,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"#dkpol Bush annoncerer invasionen i Afganistan -og Vesten trækkes ind med Nato. Nu stikker Biden af, et land er kollapset,og det er alle andres skyld. 
Afganistan er på brutalt vis overladt til sig selv i kaos, og Europa må klare sig selv. Nu skal EU træde i sikkerheds-karakter. https://t.co/SsJ73TLele https://t.co/0jAEbR5sHt",['dkpol'],2021-08-16 21:42:53
96,SorenFaaborg,,,116,17,242,0,"@TomJensen1966 Biden's ""...the buck stops with me"" betyder at andre må tage slagsmålet, mens han selv holder sig på sidelinjen. Det kan vel egentlig ikke opfattes som at tage lederskab? #dkpol",['dkpol'],2021-08-16 21:40:29
97,transceiverfreq,"xi=aixi'-(d+ai0+ai1)xi+rxi(fi-Φ ) | Freelance Research | Infosec | Professional 10th woman | Websnedker | 微博：zzz大梦想家 ☆ [Videnskab, klima & ugens kortfilm]","Frederiksberg, Denmark",340,1088,44937,0,"Fascinerende og bekymrende læsning. #dkpol #LongCovid #COVID19  [For mere viden om EBV og Monokleose: https://t.co/ByIua9bXl1]
https://t.co/rEdu0DqZAC","['dkpol', 'LongCovid', 'COVID19']",2021-08-16 21:40:10
98,kuikai_kui,"hmmmm Programmer and Retard stock trader.
libertarian Weeb.",I have æøå,125,9,1505,0,#dkpol Afghanistan er lorte hule med lorte kultur,['dkpol'],2021-08-16 21:40:04
99,OlumekoC,"Helt forfærdelig stereotyp statskundskaber, der tweeter om politik","København, Danmark",54,22,31,19,kan vi få #hvorerDan til at trende? Og få @DanJoergensen til at indkalde til klimakriseforhandlinger? #dkpol,"['hvorerDan', 'dkpol']",2021-08-16 21:39:20
100,tine_hartung,Kunst & kultur Regering og politik Nyheder,"Hovedstaden, Danmark",210,184,5320,69,"2 uger siden: 

Jeppe var på ferie mens Jægerkorpset og angiveligt også FE tryglede om evakueringsplaner, men blev ignoreret. For et årti siden mistede Lene Espersen posten som udenrigsminister for ikke at droppe ferien for et møde i Arktisk Råd. #dkpol 
https://t.co/mg4B1Ry42w",[],2021-08-16 21:38:58
101,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2155,2795,47969,0,@TheRealBozz4 Nogle løgne er for store til at gemme. Og dog. Om en uge får sådanne stemmer ingen taletid og alle er tilbage til deres kollektive hukommelsestab og i gang med deres egne liv #dkpol #PolitiskeLøgne,"['dkpol', 'PolitiskeLøgne']",2021-08-16 21:38:43
102,TheRealBozz4,Pirate Coin Freedom & Dreams,Seven Seas,93,106,2062,6,"Én stor, relativt koordineret løgn: at Al-Qaeda skulle være forsvundet fra Afghanistan. Spørgsmålet er; HVORFOR LYVER POLITIKERNE? #dkpol #FrihedDK #indpol https://t.co/yDInYG5HGi",[],2021-08-16 21:37:33
103,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2155,2795,47969,3,"Hvordan finder vi os i at politikerne konstant lyver for os? Hvorfor? Er der noget galt med dem eller os? Tror vi virkelig på at vores politikere er de bedere og mest uskyldige i verden? Eller er vi bare ligeglade, fordi vi har det godt? Så mange spørgsmål. Så få svar! #dkpol",['dkpol'],2021-08-16 21:37:33
104,hveps_irina703,,Denmark,760,698,37681,5,"Hvorfor har FN ikke den samme bekymring over for andre muslimske lande, problemet er jo nøjagtig det samme i alle muslimske lande fordi kvinde undertrykkelse er en del af den muslimske kultur, sådan er islam 🤔 #IslamErProblemet #dkmedier #Afghanistan #FN #dkpol https://t.co/4y8hYyIWYG",[],2021-08-16 21:35:49
105,HoffmannAnja,Rådgiver ▫ CCO/Partner ▫ Mentor for #DeepTech virksomheder: Udvikler forretninger via #innovation & #digitalisering. English: @AnjaHoffmann,,1064,4284,45751,12,"'Når vi konstant er under overvågning, er vi ikke frie. Øjet i det høje stopper os fra at sige, hvad vi tænker, samles med ligesindede og forsvare vores rettigheder. Overvågning giver en mere føjelig befolkning, men ikke mere frihed' #dkpol https://t.co/hld4KvfKhm",[],2021-08-16 21:35:48
106,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2155,2795,47969,6,"Én stor, relativt koordineret løgn: at Al-Qaeda skulle være forsvundet fra Afghanistan. Spørgsmålet er; HVORFOR LYVER POLITIKERNE? #dkpol #FrihedDK #indpol https://t.co/yDInYG5HGi","['dkpol', 'FrihedDK', 'indpol']",2021-08-16 21:35:34
107,realkliman,🌻-🌋-🌴-🐞-🌭-🌎-🏭 FØLG KLI MAN,Danmark,757,671,3779,2,"🟢 energi skal erstatte ⚫️ energi. Men det kræver nye rammevilkår, der spiller på alle synergierne og i HELE forsyningskæden. Formålet i den nye elforsyningslov r et vigtigt skridt. Men vi skal også have gas og fjernvarmens siloer brudt ned, så vi kan nå hertil #dkpol #dkgreen https://t.co/1tQuKUn7yJ",[],2021-08-16 21:35:20
108,CryptoDanmark,"""I will not and cannot be held liable for any actions you take as a result of anything you read here.""",,395,65,941,40,"Mette Fredriksen har sagt, at regeringen bruger al sin tid i det operationelle rum lige nu. Jeg vidste ikke, at det rum befinder sig i en rød S-campingvogn i Marstal. #dkpol https://t.co/jVrROTOSuc",[],2021-08-16 21:35:03
109,hveps_irina703,,Denmark,760,698,37681,7,"Et døgn efter Kabuls fald: Enhedslisten kræver flere afghanere til Danmark
https://t.co/4OhxAAhu6l
#dkpol #dkmedier","['dkpol', 'dkmedier']",2021-08-16 21:34:25
110,KurtDamsted,Afsætningsøkonom,Brøndby,510,387,16594,1,"@AndersFoghR var statsminister, da Danmark besluttede at sende danske tropper til Afghanistan. Nu peger han på tre helt centrale fejl, som forklarer, hvorfor man står i den nuværende situation.

#dkpol #Afghanistan 

https://t.co/GpSpILSfTr",[],2021-08-16 21:34:11
111,stefanhandberg,"Selvstændig, kritisk samfundsrevser.",Aarhus,302,164,2134,32,"Myocarditis og pericarditis efter vaccination for COVID-19. 5,7 indlæggelser pr. 10.000 vaccinerede. Myocarditis med overvægt af yngre mænd. - Indlæggelser underestimerer det reelle antal.
https://t.co/WtOSRsfP2m
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-16 21:33:35
112,ra5mu553n,"Arbejder for et stort 🖥️ -firma, men har mange andre sunde interesser.",,463,110,3314,53,"Mens #Kabul faldt, og @forsvaretdk forsøgte at evakuere danske diplomater og afghanske ansatte på ambassaden, talte @Trinebramsen om sæler med fiskere på Ærø #dkpol #dkforsvar #dkmedier https://t.co/75cHPsv6V3",['Kabul'],2021-08-16 21:33:02
113,KurtDamsted,Afsætningsøkonom,Brøndby,510,387,16594,2,Lidt statistik: F&amp;U ministeriet har haft 10 ministre på 11 år. Og hver 5. minister kommer nu fra SF eller EL #dkpol https://t.co/Pb1cfW5SYX,['dkpol'],2021-08-16 21:32:49
114,GoforKrogh,"Viking fighter,
Provocateur Artist,
Helping people for a living.
In short, a soap opera hero.",Denmark,53,126,508,11,"Kina er blandt de første til at støtte Talebans overtagelse af Afghanistan. Men hvem kan egentligt være overrasket - selvfølgelig holder tyrannerne sammen for at sikre egen magt. #dkpol 

https://t.co/NH8so9vNFF",[],2021-08-16 21:30:01
115,AkselLeth,"Stolt far. Stolt nørd. Nørder mest med D&D, fantasy, historie, football, politik og gaming. Cand.mag.","Copenhagen, Denmark",744,231,6675,17,En af de mest katastrofale statsministre vi har haft - militært og økonomisk - kloger sig… #dkpol  https://t.co/maoYk8UfnI,['dkpol'],2021-08-16 21:28:31
116,TomasVogter,"Arrig had-feminist woke satan, Menneskeretsfundamentalist, intet tålmod med røvhuller af enhver art. 
Hader: sexister, racister, fascister, nazister, homofober",Denmark,286,365,14168,0,"Er der en eneste journalist som har tænkt sig at spørge kritikeren Anderes Fogh Rasmussen om han har fortrudt at vi gik i krig sammen med USA?

Fuck den danske presse.

@dkmedier #dkpol",['dkpol'],2021-08-16 21:27:51
117,ClaesKnudsen,"Hårdtarbejdende, forholdsvis vellønnet, tidligere venstrevælger. E Street Band fan since the late 70's.","Horsens, Denmark",89,55,8814,75,"Stærke sager at se Anders Fogh i News. Han har om nogen ansvaret for den forfejlede krigspolitik, men vil ikke tage skyggen af ansvar. I stedet bortforklaringer, falske analogier, stråmandsargumenter og floskler om frihed og demokrati #dkpol",[],2021-08-16 21:27:23
118,ChristianBigom,"Chair of Pan Idræt, The Sports Club for Sexual Orientation and Gender Identity minorities in Copenhagen. Business is https://t.co/WUqMEayMaJ","Copenhagen, Denmark",167,142,157,3,Så er prideugen skudt i gang 🌈. #WorldPride #YouAreIncluded #EuroGames #dkpol https://t.co/0lqYkgm4Eu,"['WorldPride', 'YouAreIncluded', 'EuroGames', 'dkpol']",2021-08-16 21:26:43
119,shabnam_abbasi,"Ung nok til at være uansvarlig, gammel nok til at tage stilling","Copenhagen, Denmark",228,133,711,18,"Man må godt nok føle sig taget ved næsen, hvis man i 2019 forventede, en ny regering der ville: 

– Tage internationalt ansvar

– Hjælpe mennesker på flugt

– Tage klimakrisen alvorligt
 
– Modarbejde diskrimination

– Danne rammerne for personlig frihed og mangfoldighed. #dkpol",[],2021-08-16 21:26:29
120,MariaOvesen,"Samfundsvidenskabelig ph.d., selvstændig fotograf, grafisk facilitator, forfatter mv. Elsker at skrive, mene, rejse og spise lakrids",Aarhus,324,88,297,23,"Hvis du vil hjælpe de hårdest ramte i #Afganistan kan du støtte:

@danskrodekors på Mobilepay 91345 eller SMS - send GIV250 til 1290
og støt med 250 kr.

@UNICEFDK på Mobilepay 72720 eller SMS - send en sms med teksten “hjælp” til 1900 og støt med 50 KR. 

#dkaid #dkpol #Nødhjælp",['Afganistan'],2021-08-16 21:26:28
121,PrivatNissen,Bekæmper sagsbehandlingsfejl og systemstress ✍ info@karinBnissen.dk ☎️ 42206038 💻https://t.co/1b14dEtX8b,"Ny Boder 10, Børkop",581,260,1251,4,"Penge før mennesker. Igen en skrækhistorie om kommuners syn på mennesker med handicap. Nu skal en mand med hjerneskade bo på hjem med kriminelle. Skam jer Odense! @fyensdk @hjerneskadetdk #enmillionstemmer #dkpol #dkhandicap #dksocial #retssikkerhed 

https://t.co/jNPRSMAtSo",[],2021-08-16 21:24:38
122,AstridKorsgaard,,,49,52,16,1,"Er statsministeren egentlig tilstede, for at sætte nogle ord på Afghanistan🇦🇫? Jorden kalder !? #dkpol",['dkpol'],2021-08-16 21:24:03
123,chr_overholt,"skriver sjældent noget herinde, da det er svært at debattere med kun 280 tegn, uden at blive misforstået eller have behov for at uddybe. Dog elsker jeg at man..",,270,10,71,0,"Som veteran ville jeg faktisk sætte pris på en evaluering af den politiske indsats, fremfor en snak om den militære. Soldater løser deres opgave.
#dkpol har fejlet i at stille krav til en plan fra vores stærkeste allierede/leder af indsatsen.",['dkpol'],2021-08-16 21:23:17
124,OlumekoC,"Helt forfærdelig stereotyp statskundskaber, der tweeter om politik","København, Danmark",54,22,31,0,"I Wien kan en nybygget lejlighed lejes for 5000 kr! I Østrig har man nemlig indset, at hovedstadens boligmarked og sammenhængskræft ikke bør overlades til private investorer. #dkpol #kbh #kv21 https://t.co/1ZfW5wptGF","['dkpol', 'kbh', 'kv21']",2021-08-16 21:22:34
125,AnneWaagstein,+45 3092 8902 / annewaagstein@gmail.com. Tweeter som privatperson.,"København, Danmark",778,379,1128,23,"Hvis du vil hjælpe de hårdest ramte i #Afganistan kan du støtte:

@danskrodekors på Mobilepay 91345 eller SMS - send GIV250 til 1290
og støt med 250 kr.

@UNICEFDK på Mobilepay 72720 eller SMS - send en sms med teksten “hjælp” til 1900 og støt med 50 KR. 

#dkaid #dkpol #Nødhjælp",['Afganistan'],2021-08-16 21:22:25
126,Thaarup_dkpol,"Opvokset på landet. Bor i byen. Museumsinspektør. Frihed, lighed, natur, klima og heavy metal. Medlem af Alternativet.","Hovedstaden, Danmark",101,144,3947,6,"""Artiklen er desværre bag en betalingsmur""

Kan vi aftale, at vi slutter med den formulering?

Kvalitetsjournalistik må gerne koste penge.",[],2021-08-16 21:21:53
127,KurtDamsted,Afsætningsøkonom,Brøndby,510,387,16594,21,"Den her situation ligner ikke en, der kan klares med makrelmadder og vinduespudsning på statsministerens Instagram-profil. Gud, hvor er det dog skandaløst håndteret! #dkpol https://t.co/D7tMUgLV6d",[],2021-08-16 21:21:51
128,TNKYMNKY,my name is obviously not george,,233,148,39317,48,"Danmark har sammen med 60 andre lande skrevet under på en opfordring til Taliban om at lade afghanere forlade landet. Går ud fra at det også betyder, at DK tager sin del af ansvaret for disse flygtninges beskyttelse. #dkpol",[],2021-08-16 21:21:16
129,bavnhoej,Digital rådgiver om digitalt liv og forretning. Pipper mest om #dannelse og #smdk men ingen garanti for omveje. Småtosset TørDetSelv på https://t.co/5NHpLkcieH,"København, Danmark",1024,818,2839,1,"Flere aktører efterspurgte en stærk minister til området og til forhandlinger om et kommende medieforlig - det har de efter alt at dømme fået #dkpol #dkmedier
https://t.co/TiZP4JtWMv",[],2021-08-16 21:21:11
130,MRLASSEN,"Iværksætter og ihærdig forkæmper for Naturen og for den nødvendige Grønne Omstilling ☼

☼ SmartFlower™ Scandinavia☼ 
☼ https://t.co/FOLXeUel1D because your Life M",LASSEN-HOVEDGADEN 24-BIRKERØD,36,26,3363,0,@DavidTrads Du må da være gal i hovedet...fyldt af storhed..S..vanvid...!!! #dkpol #VACCINE #COVID19 #Corona,"['dkpol', 'VACCINE', 'COVID19', 'Corona']",2021-08-16 21:21:10
131,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323229,17,En af de mest katastrofale statsministre vi har haft - militært og økonomisk - kloger sig… #dkpol  https://t.co/maoYk8UfnI,['dkpol'],2021-08-16 21:21:03
132,CacaoKauf,,"Copenhagen, Denmark",524,76,850,75,"Stærke sager at se Anders Fogh i News. Han har om nogen ansvaret for den forfejlede krigspolitik, men vil ikke tage skyggen af ansvar. I stedet bortforklaringer, falske analogier, stråmandsargumenter og floskler om frihed og demokrati #dkpol",[],2021-08-16 21:20:09
133,LisbethBNielsen,"Folkevalgt SF’er. Follow the money. Liberalsocialist på høje hæle. Finans-, erhvervs- og IT-ordfører. Forfatter til ‘Oprør For Fremtiden‘",Amager,1455,10482,9368,17,En af de mest katastrofale statsministre vi har haft - militært og økonomisk - kloger sig… #dkpol  https://t.co/maoYk8UfnI,['dkpol'],2021-08-16 21:20:03
134,stinelinnemann,Kandidat til borgerrepræsentationen i København for Rolig Revolution 🗳🙋‍♀️ Kunstner og aktivist ❤️ https://t.co/X7IzLgnwpt,København NV,1368,2161,38285,0,"At lykkes i dansk politik, handler mere end noget andet om, aldrig at indrømme det, hvis man tog fejl. Fogh er et glimrende eksempel.

Ikke så sært, at vores demokrati er pilråddent. #dkpol",['dkpol'],2021-08-16 21:19:33
135,arolsting,"#knowledge #innovation #futureofwork #learning #cocreation #goodpractice #viden #læring #samskabelse 

https://t.co/b9Bu6ry8X4",Denmark,1573,520,4598,48,"Danmark har sammen med 60 andre lande skrevet under på en opfordring til Taliban om at lade afghanere forlade landet. Går ud fra at det også betyder, at DK tager sin del af ansvaret for disse flygtninges beskyttelse. #dkpol",[],2021-08-16 21:18:37
