,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
34,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,2,"#dkpol Samtlige soldater der tjenestegjort i Afganistan - burde få tildelt Dronningens Fortjeneste medalje for den indsats de gjorde på vegne af Danmark. De burde få anerkendelse for at de gjorde en forskel. Især vigtig i disse dage, hvor 1 mands beslutning fik alt til at ramle. https://t.co/marji7V8ar",['dkpol'],2021-08-18 22:09:55
35,nikolaithyssen,"Chef for @p1radio | Førhen: @DRNyheder, @foljetondk, @informeren, Månedsbladet Press | nikt@dr.dk |",Copenhagen,640,1757,1481,1,"Flot udsendelse om #Afghanistan af @johslangkilde og holdet bag. Sobert, oplysende og i en setting og tone, der er respektabel uden samtidig at gemme den politiske uenighed væk. Den kan I godt være stolte af 👏 #dkpol #dkmedier",['Afghanistan'],2021-08-18 22:06:49
36,EuropaeiskUngDK,"Vi kæmper for et stærkt, demokratisk Europa, hvad gør du? EN/European Youth Denmark Member of @JEF_Europe",Denmark/Europe,1537,1729,1496,1,"Befriende at høre @JakobEllemann i aftens debat på @DR1TV 💪
Det er nemlig tid til at afskaffe forsvarsforbeholdet - Europa skal stå på egne ben, og det er kun i DK's interesse 🇪🇺🇪🇺
Hvad venter I på, @regeringDK?
@EuropaeiskUngDK #voresEUD #dkpol #eudk https://t.co/zrHmPp6DRW",[],2021-08-18 22:06:41
37,BIENDanmark,"The Danish branch of Basic Income Earth Network. A Basic Income is unconditionally granted to all on an individual basis, without means test or work requirement",Denmark,227,997,273,1,"🇬🇧 Skotske premierminister Sturgeon taler ved åbning af borgerlønskongressen i Glasgow
#dkpol #dkmedier https://t.co/bDRAzZGyde","['dkpol', 'dkmedier']",2021-08-18 22:05:53
38,LasseSvendsen1,#dkpol #dkkultur #dkkrim,"Copenhagen, Denmark",52,119,10554,0,Lidt på samme måde som med Polens LGBT-fri zoner. De skaber også nogle separatistiske rum rundt omkring i Polen https://t.co/8vRhed0DN5 #dkpol,['dkpol'],2021-08-18 22:05:50
39,journalistpip,De populære tweets fra den danske medie- og kommunikationsbranche. Skabt af @ernstpoulsen og @fiwa.,Danmark,2,2828,127421,5,"Tak til alle - hver og en - der var med til at løfte den svære og vigtige debat om Afghanistan i aften på @DR1TV. Jeg glæder mig hver gang politikere, eksperter, mennesker med livserfaring og kritikere kan mødes i en saglig debat og i en god tone. #dkpol",[],2021-08-18 22:05:01
40,MadsKorsager,"Forsvarsjournalist på DR Nyheder - fhv. Christiansborg, Indland, Berlingske, BT og 24timer. Musa Qala-veteran 🇦🇫 far & papfar 👉 mkor@dr.dk","Copenhagen, Denmark",935,1083,2136,5,"Tak til alle - hver og en - der var med til at løfte den svære og vigtige debat om Afghanistan i aften på @DR1TV. Jeg glæder mig hver gang politikere, eksperter, mennesker med livserfaring og kritikere kan mødes i en saglig debat og i en god tone. #dkpol",[],2021-08-18 22:03:44
41,tbhdkx,"Privatlivsnørd og en del af @cryptohagen (#cryptohagen), https://t.co/z9DRyzA17t og Foreningen imod @ulovliglogning (#ulovliglogning). Skaber af og bidrager til #DagensTrold.",Danmark,424,1182,48175,0,"@khaterahparwani Ja, de gamle hanelefanter havde godt nok travlt med at støtte op om at @lykketoft ikke havde sagte ""ukorrupt"" (det ord findes ikke ifølge https://t.co/HrwQOOxQzd). Det siger så ikke så lidt om #dkpol.",['dkpol'],2021-08-18 22:03:10
42,FogedRasmus,"Regionsrådsmedlem Midtjylland og folketingskandidat, Alternativet, cand.jur. & HA-jur., funktionschef Retten i Aarhus, gift og 3 skønne børn, fodbolddommer.","Aarhus, Denmark",329,452,6841,0,"OPLADNING AF ELBILER

Elbilforeningen @FDELdk har sendt en række opfordringer til Christiansborg om infrastruktur til opladning af elbiler. 
#dkpol #dkgreen 

https://t.co/HBRkNANtB4","['dkpol', 'dkgreen']",2021-08-18 22:00:24
43,viggo1986,"Danish by all my heart. Foragter begærlighed, uretfærdighed, udnyttelse af andre, fanatisme og ideologien i Koranen. Holder af livet, medm.lighed, samf.forhold","sydhavsøerne v/""havet"" ",1354,1090,65225,1,@mediak12 @Snyggois @AnnLinde @socialdemokrat @miljopartiet @Centerpartiet @regeringDK  @dkpol  Har I ligeså meget styr på de danske donationer til Afghanistan?,[],2021-08-18 21:59:27
44,frank_limkilde,"Manden. Myten. Maskinen. Også kendt som Frank Oddset. Men lad være med at følge mine spilforslag, med mindre du har lyst til at gå fallit. 😀",Odense C Danmark,25,87,5098,0,"@liberty_dane @JakobKWind @JakobEllemann @DR1TV @regeringDK @EuropaeiskUngDK @JeppeKofod @johslangkilde @politikdr Parkér lige det fejlslagne projekt #eudk et øjeblik, og lad os koncentrere os om den demente mand USA kalder deres præsident. Det er muligt at Van Halen har rødder Holland, men han bor sgu da i Guds eget land? Er det kun MIG der hører hans musik? https://t.co/EBHcI4YorJ #dkpol","['eudk', 'dkpol']",2021-08-18 21:52:30
45,LyngAstrid,Bruger mest tid på politisk ståhej og solstrålehistorier. Ellers studerer jeg Pol. Adm på AAU 😎,,74,59,105,0,"2021: “Kvinder har aldrig været friere, haft flere rettigheder og privilegier”              Også 2021: “Hey du, væk med de bryster, det maveskind og nu hvor du er i gang med pakke dig ind, så husk burka det er altså et no go, vi lever jo i et frit samfund” 🤦🏼‍♀️ #dkpol #MeToo","['dkpol', 'MeToo']",2021-08-18 21:48:22
46,Pilsudski1920,Marketoriented vegannationalist,Uruguay,1275,211,6665,0,"Bidens vælgere vender sig i graven
#dkpol #kabul","['dkpol', 'kabul']",2021-08-18 21:48:03
47,dr2deadline,Udfordrende og overraskende perspektiver på dagens og tidens væsentligste historier. Debat: Vi følger DRs retningslinjer for etik på sociale medier,deadline@dr.dk - +45 3520 4952,1692,115249,15082,0,"Vi kunne have påbegyndt evakueringen fra Kabul med almindelig civil flytrafik i fredags, hvis @regeringDK havde lyttet til Folketinget. Det mener @michaelaastrup, der kritiserer regeringen for at være kommet for sent i gang med evakueringen. #dkpol #dkforsvar https://t.co/76xMvu7GdH","['dkpol', 'dkforsvar']",2021-08-18 21:48:02
48,Andreas0sterN,Analysechef i Forsikring & Pension med stor interesse for samfundsøkonomien. 41919131 | aon@forsikringogpension.dk,"København, Danmark",286,130,154,4,"Danskerne har historisk høj pensionsformue og er helt i top i verden, skriver @borsendk torsdag. En kæmpe gevinst for den enkelte dansker og for vores samfundsøkonomi. God analyse fra @3Ffip som vi bakker op med tal og fakta fra @FPbranche #dkpol https://t.co/eODIMsd2vD",[],2021-08-18 21:47:01
49,7ohn,Treat others as you would like others to treat you,Denmark,784,301,2006,10,"Er det rigtigt at kontrakten med Pfizer er hemmelig med 10 års klausul og at den kommer før dansk lovgivning? Hvis ja, har regeringen så overhovedet lov til at underskrive den? Is there a lawyer in the house?
#dkpol @HettingClaus @KlausKblog @KVarming @SorenSchifter",[],2021-08-18 21:46:55
50,PerGeckler,"Direktør for Public Affairs & Kommunikation i Forsikring & Pension. Kontakt: 29494434, pgm@forsikringogpension.dk",,883,2010,5368,4,"Danskerne har historisk høj pensionsformue og er helt i top i verden, skriver @borsendk torsdag. En kæmpe gevinst for den enkelte dansker og for vores samfundsøkonomi. God analyse fra @3Ffip som vi bakker op med tal og fakta fra @FPbranche #dkpol https://t.co/eODIMsd2vD",[],2021-08-18 21:46:47
51,KentDamsgaard,"Adm. direktør i Forsikring & Pension. Tweeter om samfundsudvikling, velfærd, tryghed, digitalisering og grøn omstilling. Tidligere direktør i DI. +4525853216",,1748,3767,4656,4,"Danskerne har historisk høj pensionsformue og er helt i top i verden, skriver @borsendk torsdag. En kæmpe gevinst for den enkelte dansker og for vores samfundsøkonomi. God analyse fra @3Ffip som vi bakker op med tal og fakta fra @FPbranche #dkpol https://t.co/eODIMsd2vD",['dkpol'],2021-08-18 21:46:24
52,janoberg,Peace researcher & director at TFF https://t.co/gO5LDhVnoT • Art photographer at https://t.co/N3KzpEFLc5 • Peace by peaceful means • +46 (0) 738 525200,"Lund, Sweden",1783,1443,8098,0,"NY! 🇺🇸 🇩🇰 USAs og Danmarks nederlag
En kommentar og nogle eksempler på hvor galt det står til med Danmarks Radios dækning
Jan Øbergs blog som du kan abonnere på:
https://t.co/5OVdM8pmEq
#dkpol #dkmedier #dkkrig #krigimedierne #afghanistandebat #dkudenrigspolitik #danmark","['dkpol', 'dkmedier', 'dkkrig', 'krigimedierne', 'afghanistandebat', 'dkudenrigspolitik', 'danmark']",2021-08-18 21:41:54
53,johslangkilde,"News Anchor, TV Host, Speaker, Author, Dad & the guy behind the piano. Fmr. US Correspondent. Instagram: https://t.co/S5eiwbT8TO","Copenhagen, Denmark",362,49726,7108,5,"Tak til alle - hver og en - der var med til at løfte den svære og vigtige debat om Afghanistan i aften på @DR1TV. Jeg glæder mig hver gang politikere, eksperter, mennesker med livserfaring og kritikere kan mødes i en saglig debat og i en god tone. #dkpol",['dkpol'],2021-08-18 21:41:37
54,cfcdk,"Chelsea Football Club Forever.
Been hooked since April 1970 ; Chelsea winning the FA Cup. Chelsea Forever, Past, Present and Future. Work.  Win.  Be the best","Brighton, UK & Denmark",1744,4719,75182,0,"@JeppeKofod du klinger hult.
Din ""siden april"" ekko-tale sammenholdt med din ""overraskelse"" over hvilken hast Taliban tog over kan kun tolkes som en af Danmarkshistoriens inkompetancer #dkpol
#FET advarede i tide, du reagerede ikke.
Det ved ambassade ansatte, lokalt ansatte","['dkpol', 'FET']",2021-08-18 21:35:52
55,Jensen22238250,,Danmark,103,63,1162,3,"Regeringen skal gå af. 

“Den politisk korrekte elite forsøger med alle midler at lave en fortælling om Afganistan, om Islam, der er en Disney film værdig i skønmaleri”

#dkpol #Afghanishtan #GåAfMette #GåAfTrine #GåAfJeppe 

https://t.co/TWCtNydgle https://t.co/amb6TJZUgF",[],2021-08-18 21:33:52
56,kamransarwar,From PakisDan🇵🇰🇩🇰 In Denmark for 40+ years. Talk World Affairs/Aviation/Tech/Travel. Tweets n Tweeps are both English/Urdu and Danish. IRONY is paramount,"CPH,LNDN,NYC,MILAN,OSLO,JAPAN",1369,3552,25924,0,"Havde Khader ikke, engang i midt 00’erne, et valgslogan 
“Khader eller Kaos”, eller var det en del af teksten på en sang til en Radikool fest med de 3 tenorer? 
Hjælp mig lige @mortenhelveg @KlausBondam #dkpol 

#KhaderOgKaos","['dkpol', 'KhaderOgKaos']",2021-08-18 21:33:11
57,GamliOnTheGo,"Blot lidt tanker om livet set fra mit synspunkt.
Life's too short to be ruled by fear.",,99,47,1073,0,"Jeg gætter på, at om en uge kan ingen huske det der med de der t-shirts og skolen i Vejle har stadig deres regler, som udskammer pigerne og deres kroppe og lærer at de skal gemme sig og skamme sig og drengene de har jo lyster, og dem kan man ikke gøre noget ved...

#dkpol",['dkpol'],2021-08-18 21:32:55
58,CZilmer,,,139,31,6058,0,Kan makrelministeren ikke snart klæde sig tækkelig i stedet for altid at ligne en tøjte. Og så på Amalienborg. #dkmedier #dkpol. Her billede i @politiken som i 10 dage har kørt kampagne mod røde kjoler i Nordsjælland. https://t.co/5ZWsn9WNMG,"['dkmedier', 'dkpol']",2021-08-18 21:30:20
59,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @SorenSchifter populær på #dkpol https://t.co/7ts2um9NPD,['dkpol'],2021-08-18 21:30:08
60,dethmer,"Selvstændig konsulent i Økonomistyring. Politisk interesseret fra et sted på midten. Tidl tillidsrep i SKAT, mener stadig noget om ledelse og off.arb.pladser",,351,251,4092,6,"Det er ufatteligt, så mange kampe, der skal kæmpes, fordi folk ikke forstår at samtykke skal være bekræftende.

Samtykkeloven var kontroversiel.
#MeToo-ofre skal sige fra.
Og nu skal unge mennesker have ansvaret for, at andre ikke kan undlade at seksualisere dem.

#dkpol https://t.co/p5TkVfSrun",[],2021-08-18 21:29:13
61,BibsenSkyt,"Børnehavepædagog/Souschef . mennesker, medier, politik og samfundet. På Twitter fra 2009 minus en lille pause, som til tider er tiltrængt :)",Denmark,1442,1199,77618,13,"Hvor er det VILDT stærkt gået, naturvenner!
Hvad ingen relevant myndighed har formået, har græsrødder nu sikret. Byggeriet - hele byggeriet - er nu stoppet!
Nu skal det bare gøres permanent, så naturen fortsat kan råde på Lærkesletten!
#dkpol #dkgreen https://t.co/sBhbxRGB7e",[],2021-08-18 21:20:59
62,jytte_dk,"Curious but still alive. Like cycling, tennis, techs, books, movies, cartoons and all animals. Don't like fanatics. System Engineer.",Denmark,547,268,26406,0,"@tbhdkx #dkpol Det irriterer også mig. Den kode jeg låser op med bruges kun til det. Så nu skal jeg huske, at lige præcis Sundhedskort appen absolut skal bruge den 😬",['dkpol'],2021-08-18 21:19:03
63,KennethKraft10,"Married father. Old/cool cars, football (Norwich, Rosenborg) and cryptos (XRP, XDC). Helping expose the fake pandemic as much as I can. Defeat globalism.","Trondheim, Norge",1557,522,8749,10,"Er det rigtigt at kontrakten med Pfizer er hemmelig med 10 års klausul og at den kommer før dansk lovgivning? Hvis ja, har regeringen så overhovedet lov til at underskrive den? Is there a lawyer in the house?
#dkpol @HettingClaus @KlausKblog @KVarming @SorenSchifter",[],2021-08-18 21:16:53
